Sentence,Word,POS,NER
3652,by,IN,O
3652,by,IN,O
3652,highways,NNS,O
3652,minister,NN,O
3652,Nitin,NNP,PERSON
3652,Gadkari,NNP,PERSON
3652,and,CC,O
3652,railway,RB,O
3652,minister,NN,O
3652,Piyush,NNP,PERSON
3652,Goyal,NNP,PERSON
3652,by,IN,O
3652,giving,VBG,O
3652,a,DT,O
3652,go,NN,O
3652,ahead,RB,O
3652,on,IN,O
3652,Monday,NNP,O
3652,to,TO,O
3652,upgrade,VB,O
3652,line,NN,O
3652,based,VBN,O
3652,on,IN,O
3652,an,DT,O
3652,apparently,RB,O
3652,favourable,JJ,O
3652,opinion,NN,O
3652,from,IN,O
3652,the,DT,O
3652,Attorney,NNP,O
3652,General,NNP,O
3652,of,IN,O
3652,India,NNP,O
3652,(,(,O
3652,AGI,NNP,O
3652,),),O
3652,.,.,O
3653,The,DT,O
3653,expert,NN,O
3653,group,NN,O
3653,",",",",O
3653,after,IN,O
3653,studying,VBG,O
3653,the,DT,O
3653,documents,NNS,O
3653,of,IN,O
3653,gauge,JJ,O
3653,conversion,NN,O
3653,and,CC,O
3653,its,PRP$,O
3653,impact,NN,O
3653,on,IN,O
3653,MTR,NNP,LOCATION
3653,and,CC,O
3653,alternate,JJ,O
3653,alignment,NN,O
3653,",",",",O
3653,concluded,VBD,O
3653,that,IN,O
3653,the,DT,O
3653,National,NNP,ORGANIZATION
3653,Board,NNP,ORGANIZATION
3653,for,IN,ORGANIZATION
3653,Wildlife,NNP,ORGANIZATION
3653,(,(,O
3653,NBWL,NNP,ORGANIZATION
3653,),),O
3653,",",",",O
3653,the,DT,O
3653,topmost,NN,O
3653,decision,NN,O
3653,making,VBG,O
3653,body,NN,O
3653,on,IN,O
3653,wildlife,JJ,O
3653,projects,NNS,O
3653,",",",",O
3653,cleared,VBD,O
3653,it,PRP,O
3653,on,IN,O
3653,basis,NN,O
3653,of,IN,O
3653,cost,NN,O
3653,escalation,NN,O
3653,aspect,NN,O
3653,and,CC,O
3653,non,JJ,O
3653,feasibility,NN,O
3653,of,IN,O
3653,a,DT,O
3653,tunnel,NN,O
3653,construction,NN,O
3653,if,IN,O
3653,alternate,JJ,O
3653,route,NN,O
3653,is,VBZ,O
3653,taken,VBN,O
3653,.,.,O
3654,Railways,NNS,O
3654,is,VBZ,O
3654,not,RB,O
3654,keen,JJ,O
3654,to,TO,O
3654,construct,VB,O
3654,on,IN,O
3654,the,DT,O
3654,alternate,JJ,O
3654,route,NN,O
3654,as,IN,O
3654,it,PRP,O
3654,is,VBZ,O
3654,longer,VBN,O
3654,by,IN,O
3654,29,CD,O
3654,.,.,O
3655,37km,CD,O
3655,.,.,O
3656,It,PRP,O
3656,will,MD,O
3656,also,RB,O
3656,have,VB,O
3656,to,TO,O
3656,construct,VB,O
3656,a,DT,O
3656,6,CD,O
3656,.,.,O
3657,65km,CD,O
3657,single,JJ,O
3657,tunnel,NN,O
3657,near,IN,O
3657,Kunverdev,NNP,LOCATION
3657,village,NN,O
3657,",",",",O
3657,which,WDT,O
3657,will,MD,O
3657,cost,VB,O
3657,Rs556,NNP,O
3657,crore,NN,O
3657,.,.,O
3658,Railways,NNP,O
3658,says,VBZ,O
3658,making,VBG,O
3658,the,DT,O
3658,tunnel,NN,O
3658,is,VBZ,O
3658,difficult,JJ,O
3658,.,.,O
3659,But,CC,O
3659,the,DT,O
3659,report,NN,O
3659,says,VBZ,O
3659,",",",",O
3659,When,WRB,O
3659,Railways,NNS,O
3659,can,MD,O
3659,construct,VB,O
3659,tunnels,NNS,O
3659,in,IN,O
3659,most,JJS,O
3659,difficult,JJ,O
3659,Pir,NNP,LOCATION
3659,Panjal,NNP,LOCATION
3659,(,(,O
3659,J,NNP,LOCATION
3659,K,NNP,LOCATION
3659,),),O
3659,and,CC,O
3659,Konkan,NNP,LOCATION
3659,",",",",O
3659,why,WRB,O
3659,is,VBZ,O
3659,it,PRP,O
3659,not,RB,O
3659,possible,JJ,O
3659,outside,IN,O
3659,MTR,NNP,LOCATION
3659,?,.,O
3660,The,DT,O
3660,group,NN,O
3660,suggested,VBD,O
3660,to,TO,O
3660,the,DT,O
3660,NBWL,NNP,ORGANIZATION
3660,to,TO,O
3660,reconsider,VB,O
3660,its,PRP$,O
3660,decision,NN,O
3660,and,CC,O
3660,suggest,VBP,O
3660,realignment,NN,O
3660,of,IN,O
3660,the,DT,O
3660,railway,NN,O
3660,line,NN,O
3660,bypassing,VBG,O
3660,the,DT,O
3660,core,NN,O
3660,area,NN,O
3660,of,IN,O
3660,MTR,NNP,LOCATION
3660,.,.,O
3661,In,IN,O
3661,the,DT,O
3661,past,NN,O
3661,",",",",O
3661,the,DT,O
3661,railway,NN,O
3661,was,VBD,O
3661,used,VBN,O
3661,by,IN,O
3661,poachers,NNS,O
3661,to,TO,O
3661,enter,VB,O
3661,tiger,NN,O
3661,reserve,NN,O
3661,and,CC,O
3661,carry,VB,O
3661,out,RP,O
3661,poaching,VBG,O
3661,activities,NNS,O
3661,",",",",O
3661,it,PRP,O
3661,said,VBD,O
3661,.,.,O
3662,The,DT,O
3662,experts,NNS,O
3662,concluded,VBD,O
3662,that,IN,O
3662,considering,VBG,O
3662,NBWL,NNP,ORGANIZATION
3662,observations,NNS,O
3662,",",",",O
3662,mitigation,NN,O
3662,guidelines,NNS,O
3662,",",",",O
3662,precautionary,JJ,O
3662,principle,NN,O
3662,",",",",O
3662,quantum,NN,O
3662,of,IN,O
3662,ecosystem,NN,O
3662,services,NNS,O
3662,rendered,VBN,O
3662,by,IN,O
3662,tiger,NN,O
3662,reserve,NN,O
3662,",",",",O
3662,restrictions,NNS,O
3662,that,WDT,O
3662,will,MD,O
3662,be,VB,O
3662,imposed,VBN,O
3662,passenger,NN,O
3662,movement,NN,O
3662,and,CC,O
3662,freight,NN,O
3662,trains,NNS,O
3662,",",",",O
3662,we,PRP,O
3662,are,VBP,O
3662,of,IN,O
3662,the,DT,O
3662,opinion,NN,O
3662,that,IN,O
3662,gauge,JJ,O
3662,conversion,NN,O
3662,in,IN,O
3662,MTR,NNP,LOCATION
3662,is,VBZ,O
3662,not,RB,O
3662,feasible,JJ,O
3662,.,.,O
3663,The,DT,O
3663,team,NN,O
3663,observed,VBD,O
3663,that,IN,O
3663,as,IN,O
3663,per,IN,O
3663,the,DT,O
3663,preliminary,JJ,O
3663,engineering,NN,O
3663,cum,NN,O
3663,traffic,NN,O
3663,survey,NN,O
3663,for,IN,O
3663,gauge,JJ,O
3663,conversion,NN,O
3663,from,IN,O
3663,Akola,NNP,LOCATION
3663,to,TO,O
3663,Khandwa,NNP,LOCATION
3663,stations,NNS,O
3663,",",",",O
3663,this,DT,O
3663,project,NN,O
3663,was,VBD,O
3663,proposed,VBN,O
3663,in,IN,O
3663,2007,CD,O
3663,at,IN,O
3663,a,DT,O
3663,cost,NN,O
3663,of,IN,O
3663,Rs485,NNP,O
3663,.,.,O
3664,43,CD,O
3664,crore,NN,O
3664,with,IN,O
3664,an,DT,O
3664,estimate,NN,O
3664,rate,NN,O
3664,of,IN,O
3664,return,NN,O
3664,(,(,O
3664,RoR,NNP,O
3664,),),O
3664,of,IN,O
3664,25,CD,O
3664,.,.,O
3665,2,CD,O
3665,.,.,O
3666,The,DT,O
3666,railways,NNS,O
3666,want,VBP,O
3666,to,TO,O
3666,use,VB,O
3666,the,DT,O
3666,line,NN,O
3666,basically,RB,O
3666,to,TO,O
3666,boost,VB,O
3666,transportation,NN,O
3666,of,IN,O
3666,foodgrains,NNS,O
3666,",",",",O
3666,oil,NN,O
3666,cake,NN,O
3666,",",",",O
3666,fertilizers,NNS,O
3666,",",",",O
3666,maize,NN,O
3666,and,CC,O
3666,cement,NN,O
3666,.,.,O
3667,There,EX,O
3667,have,VBP,O
3667,been,VBN,O
3667,several,JJ,O
3667,sightings,NNS,O
3667,of,IN,O
3667,tigers,NNS,O
3667,in,IN,O
3667,the,DT,O
3667,adjoining,JJ,O
3667,area,NN,O
3667,of,IN,O
3667,the,DT,O
3667,proposed,VBN,O
3667,project,NN,O
3667,indicating,VBG,O
3667,it,PRP,O
3667,a,DT,O
3667,breeding,NN,O
3667,ground,NN,O
3667,.,.,O
3668,Apart,RB,O
3668,from,IN,O
3668,tigers,NNS,O
3668,",",",",O
3668,other,JJ,O
3668,recorded,VBD,O
3668,species,NNS,O
3668,include,VBP,O
3668,leopards,NNS,O
3668,",",",",O
3668,sloth,CC,O
3668,bear,JJ,O
3668,and,CC,O
3668,gaur,NN,O
3668,",",",",O
3668,says,VBZ,O
3668,the,DT,O
3668,report,NN,O
3668,.,.,O
3669,The,DT,O
3669,state,NN,O
3669,government,NN,O
3669,on,IN,O
3669,November,NNP,O
3669,3,CD,O
3669,",",",",O
3669,2011,CD,O
3669,had,VBD,O
3669,communicated,VBN,O
3669,about,IN,O
3669,exploring,VBG,O
3669,the,DT,O
3669,alternate,NN,O
3669,route,NN,O
3669,outside,IN,O
3669,the,DT,O
3669,reserve,NN,O
3669,as,IN,O
3669,existing,VBG,O
3669,track,NN,O
3669,has,VBZ,O
3669,already,RB,O
3669,fragmented,VBN,O
3669,the,DT,O
3669,reserve,NN,O
3669,.,.,O
3670,PALANPUR,NNP,LOCATION
3670,:,:,O
3670,With,IN,O
3670,favourable,JJ,O
3670,conditions,NNS,O
3670,for,IN,O
3670,revival,NN,O
3670,of,IN,O
3670,monsoon,NN,O
3670,",",",",O
3670,the,DT,O
3670,outlook,NN,O
3670,for,IN,O
3670,kharif,JJ,O
3670,crop,NN,O
3670,that,WDT,O
3670,looked,VBD,O
3670,gloomy,JJ,O
3670,till,NN,O
3670,last,JJ,O
3670,week,NN,O
3670,",",",",O
3670,has,VBZ,O
3670,changed,VBN,O
3670,dramatically,RB,O
3670,.,.,O
3671,The,DT,O
3671,farmers,NNS,O
3671,of,IN,O
3671,north,JJ,O
3671,Gujarat,NNP,LOCATION
3671,districts,NNS,O
3671,of,IN,O
3671,Sabarkantha,NNP,LOCATION
3671,",",",",O
3671,Mehsana,NNP,LOCATION
3671,",",",",O
3671,Patan,NNP,LOCATION
3671,",",",",O
3671,Banaskantha,NNP,LOCATION
3671,and,CC,O
3671,Aravalli,NNP,LOCATION
3671,are,VBP,O
3671,now,RB,O
3671,upbeat,JJ,O
3671,and,CC,O
3671,expecting,VBG,O
3671,a,DT,O
3671,good,JJ,O
3671,season,NN,O
3671,.,.,O
3672,According,VBG,O
3672,to,TO,O
3672,a,DT,O
3672,senior,JJ,O
3672,government,NN,O
3672,official,NN,O
3672,",",",",O
3672,the,DT,O
3672,outlook,NN,O
3672,for,IN,O
3672,millet,NN,O
3672,",",",",O
3672,cotton,NN,O
3672,seed,NN,O
3672,",",",",O
3672,pulses,NNS,O
3672,",",",",O
3672,maize,VB,O
3672,other,JJ,O
3672,coarse,JJ,O
3672,cereals,NNS,O
3672,and,CC,O
3672,fodder,NN,O
3672,",",",",O
3672,except,IN,O
3672,castor,NN,O
3672,which,WDT,O
3672,is,VBZ,O
3672,grown,VBN,O
3672,in,IN,O
3672,the,DT,O
3672,second,JJ,O
3672,week,NN,O
3672,of,IN,O
3672,August,NNP,O
3672,",",",",O
3672,has,VBZ,O
3672,improved,VBN,O
3672,with,IN,O
3672,the,DT,O
3672,weather,NN,O
3672,department,NN,O
3672,s,VBD,O
3672,forecast,NN,O
3672,of,IN,O
3672,good,JJ,O
3672,rainfall,NN,O
3672,in,IN,O
3672,the,DT,O
3672,coming,JJ,O
3672,days,NNS,O
3672,.,.,O
3673,District,NNP,O
3673,agriculture,NN,O
3673,officer,NN,O
3673,",",",",O
3673,Sabarkantha,NNP,LOCATION
3673,",",",",O
3673,V,NNP,PERSON
3673,K,NNP,PERSON
3673,Patel,NNP,PERSON
3673,",",",",O
3673,said,VBD,O
3673,",",",",O
3673,The,DT,O
3673,rain,NN,O
3673,in,IN,O
3673,the,DT,O
3673,next,JJ,O
3673,two,CD,O
3673,and,CC,O
3673,half,JJ,O
3673,months,NNS,O
3673,",",",",O
3673,that,DT,O
3673,is,VBZ,O
3673,till,JJ,O
3673,mid,JJ,O
3673,September,NNP,O
3673,",",",",O
3673,is,VBZ,O
3673,expected,VBN,O
3673,to,TO,O
3673,be,VB,O
3673,normal,JJ,O
3673,.,.,O
3674,Sowing,VBG,O
3674,in,IN,O
3674,nearly,RB,O
3674,half,NN,O
3674,of,IN,O
3674,the,DT,O
3674,total,JJ,O
3674,sowing,JJ,O
3674,area,NN,O
3674,of,IN,O
3674,2,CD,O
3674,.,.,O
3675,32,CD,O
3675,lakh,NN,O
3675,hectare,NN,O
3675,in,IN,O
3675,north,JJ,O
3675,Gujarat,NNP,LOCATION
3675,is,VBZ,O
3675,over,IN,O
3675,.,.,O
3676,With,IN,O
3676,the,DT,O
3676,monsoon,NN,O
3676,becoming,VBG,O
3676,active,JJ,O
3676,again,RB,O
3676,",",",",O
3676,we,PRP,O
3676,hope,VBP,O
3676,that,IN,O
3676,the,DT,O
3676,sowing,NN,O
3676,will,MD,O
3676,be,VB,O
3676,over,IN,O
3676,in,IN,O
3676,the,DT,O
3676,remaining,VBG,O
3676,areas,NNS,O
3676,soon,RB,O
3676,",",",",O
3676,he,PRP,O
3676,said,VBD,O
3676,.,.,O
3677,In,IN,O
3677,Sabarkantha,NNP,LOCATION
3677,",",",",O
3677,Mehsana,NNP,LOCATION
3677,",",",",O
3677,Patan,NNP,LOCATION
3677,and,CC,O
3677,Banaskantha,NNP,LOCATION
3677,",",",",O
3677,sowing,NN,O
3677,of,IN,O
3677,Kharif,NNP,O
3677,crop,NN,O
3677,has,VBZ,O
3677,begun,VBN,O
3677,and,CC,O
3677,it,PRP,O
3677,will,MD,O
3677,be,VB,O
3677,over,IN,O
3677,by,IN,O
3677,July,NNP,O
3677,end,NN,O
3677,",",",",O
3677,said,VBD,O
3677,local,JJ,O
3677,agriculture,NN,O
3677,officials,NNS,O
3677,.,.,O
3678,NOIDA,NNP,LOCATION
3678,:,:,O
3678,A,DT,O
3678,waste,NN,O
3678,remediation,NN,O
3678,plant,NN,O
3678,",",",",O
3678,billed,VBN,O
3678,as,IN,O
3678,the,DT,O
3678,first,JJ,O
3678,of,IN,O
3678,its,PRP$,O
3678,kind,NN,O
3678,in,IN,O
3678,north,JJ,O
3678,India,NNP,LOCATION
3678,",",",",O
3678,was,VBD,O
3678,inaugurated,VBN,O
3678,in,IN,O
3678,Noida,NNP,LOCATION
3678,Sector,NNP,LOCATION
3678,54,CD,O
3678,on,IN,O
3678,Sunday,NNP,O
3678,.,.,O
3679,The,DT,O
3679,plant,NN,O
3679,",",",",O
3679,which,WDT,O
3679,can,MD,O
3679,be,VB,O
3679,shifted,VBN,O
3679,from,IN,O
3679,one,CD,O
3679,place,NN,O
3679,to,TO,O
3679,another,DT,O
3679,",",",",O
3679,can,MD,O
3679,process,VB,O
3679,40,CD,O
3679,tonnes,NNS,O
3679,of,IN,O
3679,waste,NN,O
3679,an,DT,O
3679,hour,NN,O
3679,and,CC,O
3679,segregate,VB,O
3679,it,PRP,O
3679,into,IN,O
3679,Refuse,NNP,O
3679,Derived,NNP,O
3679,Fuel,NNP,O
3679,(,(,O
3679,RDF,NNP,O
3679,),),O
3679,",",",",O
3679,good,JJ,O
3679,earth,NN,O
3679,and,CC,O
3679,scrap,NN,O
3679,.,.,O
3680,The,DT,O
3680,plant,NN,O
3680,",",",",O
3680,inaugurated,VBN,O
3680,by,IN,O
3680,Noida,NNP,ORGANIZATION
3680,Authority,NNP,ORGANIZATION
3680,CEO,NNP,O
3680,Alok,NNP,PERSON
3680,Tandon,NNP,PERSON
3680,",",",",O
3680,will,MD,O
3680,play,VB,O
3680,a,DT,O
3680,key,JJ,O
3680,role,NN,O
3680,in,IN,O
3680,determining,VBG,O
3680,Noida,NNP,LOCATION
3680,s,NN,O
3680,Swachh,NNP,O
3680,ranking,VBG,O
3680,next,JJ,O
3680,year,NN,O
3680,and,CC,O
3680,rid,VB,O
3680,the,DT,O
3680,city,NN,O
3680,roads,NNS,O
3680,of,IN,O
3680,garbage,NN,O
3680,lying,NN,O
3680,in,IN,O
3680,open,JJ,O
3680,vats,NNS,O
3680,.,.,O
3681,Noida,NNP,LOCATION
3681,had,VBD,O
3681,initially,RB,O
3681,planned,VBN,O
3681,to,TO,O
3681,develop,VB,O
3681,a,DT,O
3681,waste,NN,O
3681,to,TO,O
3681,energy,NN,O
3681,plant,NN,O
3681,in,IN,O
3681,Sector,NNP,O
3681,123,CD,O
3681,",",",",O
3681,but,CC,O
3681,had,VBD,O
3681,to,TO,O
3681,set,VB,O
3681,the,DT,O
3681,idea,NN,O
3681,aside,RB,O
3681,following,VBG,O
3681,protests,NNS,O
3681,by,IN,O
3681,residents,NNS,O
3681,in,IN,O
3681,July,NNP,O
3681,.,.,O
3682,Officials,NNS,O
3682,said,VBD,O
3682,the,DT,O
3682,remediation,NN,O
3682,plant,NN,O
3682,was,VBD,O
3682,a,DT,O
3682,temporary,JJ,O
3682,solution,NN,O
3682,to,TO,O
3682,the,DT,O
3682,city,NN,O
3682,s,NN,O
3682,garbage,NN,O
3682,woes,NNS,O
3682,.,.,O
3683,Since,IN,O
3683,the,DT,O
3683,plant,NN,O
3683,and,CC,O
3683,the,DT,O
3683,machines,NNS,O
3683,installed,VBN,O
3683,there,EX,O
3683,are,VBP,O
3683,movable,JJ,O
3683,",",",",O
3683,it,PRP,O
3683,will,MD,O
3683,first,RB,O
3683,treat,VB,O
3683,the,DT,O
3683,"60,000",CD,O
3683,"80,000",CD,O
3683,tonnes,NNS,O
3683,of,IN,O
3683,waste,NN,O
3683,that,WDT,O
3683,had,VBD,O
3683,been,VBN,O
3683,dumped,VBN,O
3683,in,IN,O
3683,Sector,NNP,O
3683,54,CD,O
3683,earlier,RBR,O
3683,and,CC,O
3683,move,VB,O
3683,to,TO,O
3683,the,DT,O
3683,Mubarakpur,NNP,LOCATION
3683,dump,NN,O
3683,site,NN,O
3683,after,IN,O
3683,4,CD,O
3683,5,CD,O
3683,months,NNS,O
3683,.,.,O
3684,The,DT,O
3684,company,NN,O
3684,managing,VBG,O
3684,the,DT,O
3684,plant,NN,O
3684,will,MD,O
3684,charge,VB,O
3684,the,DT,O
3684,Authority,NNP,O
3684,around,IN,O
3684,Rs,NNP,O
3684,"1,200",CD,O
3684,for,IN,O
3684,treating,VBG,O
3684,a,DT,O
3684,tonne,NN,O
3684,of,IN,O
3684,waste,NN,O
3684,.,.,O
3685,The,DT,O
3685,Authority,NNP,O
3685,has,VBZ,O
3685,a,DT,O
3685,tall,JJ,O
3685,task,NN,O
3685,at,IN,O
3685,hand,NN,O
3685,to,TO,O
3685,tackle,VB,O
3685,daily,JJ,O
3685,waste,NN,O
3685,.,.,O
3686,Noida,NNP,LOCATION
3686,has,VBZ,O
3686,81,CD,O
3686,villages,NNS,O
3686,and,CC,O
3686,168,CD,O
3686,sectors,NNS,O
3686,",",",",O
3686,with,IN,O
3686,residential,JJ,O
3686,",",",",O
3686,commercial,JJ,O
3686,and,CC,O
3686,industrial,JJ,O
3686,set,NN,O
3686,up,RP,O
3686,spread,NN,O
3686,across,IN,O
3686,"20,316",CD,O
3686,hectares,NNS,O
3686,.,.,O
3687,The,DT,O
3687,population,NN,O
3687,",",",",O
3687,which,WDT,O
3687,was,VBD,O
3687,6,CD,O
3687,.,.,O
3688,37,CD,O
3688,lakh,JJ,O
3688,according,VBG,O
3688,to,TO,O
3688,the,DT,O
3688,2011,CD,O
3688,census,NN,O
3688,",",",",O
3688,has,VBZ,O
3688,increased,VBN,O
3688,to,TO,O
3688,around,IN,O
3688,10,CD,O
3688,lakh,NN,O
3688,now,RB,O
3688,because,IN,O
3688,of,IN,O
3688,rapid,JJ,O
3688,industrialisation,NN,O
3688,and,CC,O
3688,urbanisation,NN,O
3688,.,.,O
3689,The,DT,O
3689,city,NN,O
3689,generates,VBZ,O
3689,600,CD,O
3689,metric,JJ,O
3689,tonnes,NNS,O
3689,of,IN,O
3689,waste,NN,O
3689,every,DT,O
3689,day,NN,O
3689,.,.,O
3690,The,DT,O
3690,plant,NN,O
3690,in,IN,O
3690,Sector,NNP,O
3690,54,CD,O
3690,will,MD,O
3690,process,VB,O
3690,the,DT,O
3690,waste,NN,O
3690,in,IN,O
3690,three,CD,O
3690,steps,NNS,O
3690,.,.,O
3691,Pre,NNP,O
3691,stabilisation,NN,O
3691,in,IN,O
3691,which,WDT,O
3691,the,DT,O
3691,entire,JJ,O
3691,landfill,NN,O
3691,site,NN,O
3691,will,MD,O
3691,be,VB,O
3691,converted,VBN,O
3691,into,IN,O
3691,windrows,NNS,O
3691,and,CC,O
3691,sprayed,VBN,O
3691,with,IN,O
3691,bio,JJ,O
3691,culture,NN,O
3691,and,CC,O
3691,de,IN,O
3691,odoriser,FW,O
3691,.,.,O
3692,This,DT,O
3692,ensures,VBZ,O
3692,removal,NN,O
3692,of,IN,O
3692,stench,NN,O
3692,",",",",O
3692,reduction,NN,O
3692,of,IN,O
3692,flies,NNS,O
3692,and,CC,O
3692,moisture,NN,O
3692,and,CC,O
3692,helps,VBZ,O
3692,in,IN,O
3692,bio,NN,O
3692,degradation,NN,O
3692,.,.,O
3693,The,DT,O
3693,next,JJ,O
3693,step,NN,O
3693,is,VBZ,O
3693,sorting,VBG,O
3693,and,CC,O
3693,segregation,NN,O
3693,.,.,O
3694,In,IN,O
3694,this,DT,O
3694,stage,NN,O
3694,",",",",O
3694,the,DT,O
3694,waste,NN,O
3694,will,MD,O
3694,be,VB,O
3694,processed,VBN,O
3694,in,IN,O
3694,the,DT,O
3694,machinery,NN,O
3694,",",",",O
3694,which,WDT,O
3694,will,MD,O
3694,segregate,VB,O
3694,it,PRP,O
3694,into,IN,O
3694,RDF,NNP,O
3694,",",",",O
3694,good,JJ,O
3694,earth,NN,O
3694,",",",",O
3694,stone,NN,O
3694,inert,NN,O
3694,and,CC,O
3694,scrap,NN,O
3694,.,.,O
3695,The,DT,O
3695,third,JJ,O
3695,step,NN,O
3695,is,VBZ,O
3695,disposal,JJ,O
3695,.,.,O
3696,The,DT,O
3696,RDF,NNP,O
3696,will,MD,O
3696,be,VB,O
3696,transported,VBN,O
3696,to,TO,O
3696,cement,VB,O
3696,factories,NNS,O
3696,in,IN,O
3696,Rajasthan,NNP,LOCATION
3696,and,CC,O
3696,Madhya,NNP,LOCATION
3696,Pradesh,NNP,LOCATION
3696,",",",",O
3696,the,DT,O
3696,soil,NN,O
3696,good,JJ,O
3696,earth,NN,O
3696,will,MD,O
3696,be,VB,O
3696,taken,VBN,O
3696,away,RB,O
3696,by,IN,O
3696,the,DT,O
3696,horticulture,NN,O
3696,department,NN,O
3696,for,IN,O
3696,farming,NN,O
3696,",",",",O
3696,the,DT,O
3696,metal,NN,O
3696,scrap,NN,O
3696,will,MD,O
3696,be,VB,O
3696,sold,VBN,O
3696,to,TO,O
3696,recyclers,NNS,O
3696,and,CC,O
3696,stones,NNS,O
3696,will,MD,O
3696,be,VB,O
3696,used,VBN,O
3696,for,IN,O
3696,construction,NN,O
3696,of,IN,O
3696,roads,NNS,O
3696,and,CC,O
3696,creating,VBG,O
3696,embankments,NNS,O
3696,.,.,O
3697,RK,NNP,PERSON
3697,Mishra,NNP,PERSON
3697,",",",",O
3697,additional,JJ,O
3697,CEO,NN,O
3697,at,IN,O
3697,the,DT,O
3697,Noida,NNP,ORGANIZATION
3697,Authority,NNP,ORGANIZATION
3697,",",",",O
3697,said,VBD,O
3697,the,DT,O
3697,movable,JJ,O
3697,plant,NN,O
3697,would,MD,O
3697,function,VB,O
3697,at,IN,O
3697,the,DT,O
3697,Sector,NNP,O
3697,54,CD,O
3697,site,NN,O
3697,for,IN,O
3697,the,DT,O
3697,next,JJ,O
3697,4,CD,O
3697,5,CD,O
3697,months,NNS,O
3697,.,.,O
3698,The,DT,O
3698,machines,NNS,O
3698,will,MD,O
3698,then,RB,O
3698,be,VB,O
3698,shifted,VBN,O
3698,to,TO,O
3698,Mubarakpur,NNP,LOCATION
3698,",",",",O
3698,where,WRB,O
3698,garbage,NN,O
3698,is,VBZ,O
3698,currently,RB,O
3698,being,VBG,O
3698,dumped,VBN,O
3698,.,.,O
3699,The,DT,O
3699,facility,NN,O
3699,will,MD,O
3699,make,VB,O
3699,Noida,NNP,LOCATION
3699,garbage,NN,O
3699,free,JJ,O
3699,.,.,O
3700,It,PRP,O
3700,will,MD,O
3700,also,RB,O
3700,help,VB,O
3700,the,DT,O
3700,city,NN,O
3700,achieve,VBP,O
3700,a,DT,O
3700,significant,JJ,O
3700,position,NN,O
3700,in,IN,O
3700,the,DT,O
3700,Swachh,NNP,O
3700,rankings,NNS,O
3700,next,IN,O
3700,year,NN,O
3700,",",",",O
3700,he,PRP,O
3700,said,VBD,O
3700,.,.,O
3701,Nagesh,NNP,PERSON
3701,Prabhu,NNP,PERSON
3701,",",",",O
3701,director,NN,O
3701,of,IN,O
3701,the,DT,O
3701,Tamil,NNP,LOCATION
3701,Nadu,NNP,LOCATION
3701,based,VBN,O
3701,Zigma,NNP,ORGANIZATION
3701,Global,NNP,ORGANIZATION
3701,Environ,NNP,ORGANIZATION
3701,Solutions,NNP,ORGANIZATION
3701,Pvt,NNP,ORGANIZATION
3701,Ltd,NNP,ORGANIZATION
3701,",",",",O
3701,which,WDT,O
3701,will,MD,O
3701,manage,VB,O
3701,the,DT,O
3701,plant,NN,O
3701,",",",",O
3701,said,VBD,O
3701,Noida,NNP,LOCATION
3701,s,VBD,O
3701,45,CD,O
3701,waste,NN,O
3701,is,VBZ,O
3701,organic,JJ,O
3701,in,IN,O
3701,nature,NN,O
3701,",",",",O
3701,25,CD,O
3701,recyclable,JJ,O
3701,(,(,O
3701,RDF,NNP,O
3701,),),O
3701,",",",",O
3701,25,CD,O
3701,stones,NNS,O
3701,and,CC,O
3701,5,CD,O
3701,scrap,NN,O
3701,.,.,O
3702,We,PRP,O
3702,have,VBP,O
3702,conducted,VBN,O
3702,trial,NN,O
3702,runs,NNS,O
3702,and,CC,O
3702,the,DT,O
3702,machines,NNS,O
3702,are,VBP,O
3702,working,VBG,O
3702,perfectly,RB,O
3702,.,.,O
3703,We,PRP,O
3703,have,VBP,O
3703,started,VBN,O
3703,processing,VBG,O
3703,the,DT,O
3703,garbage,NN,O
3703,from,IN,O
3703,Sunday,NNP,O
3703,.,.,O
3704,This,DT,O
3704,is,VBZ,O
3704,a,DT,O
3704,fully,RB,O
3704,automated,VBN,O
3704,technology,NN,O
3704,with,IN,O
3704,minimal,JJ,O
3704,manual,JJ,O
3704,handling,NN,O
3704,of,IN,O
3704,waste,NN,O
3704,",",",",O
3704,he,PRP,O
3704,said,VBD,O
3704,.,.,O
3705,The,DT,O
3705,company,NN,O
3705,has,VBZ,O
3705,also,RB,O
3705,set,VBN,O
3705,up,RP,O
3705,a,DT,O
3705,weighbridge,NN,O
3705,of,IN,O
3705,40,CD,O
3705,tonne,NN,O
3705,capacity,NN,O
3705,that,WDT,O
3705,will,MD,O
3705,be,VB,O
3705,monitored,VBN,O
3705,through,IN,O
3705,CCTV,NNP,O
3705,cameras,NNS,O
3705,.,.,O
3706,Noida,NNP,ORGANIZATION
3706,Authority,NNP,ORGANIZATION
3706,will,MD,O
3706,have,VB,O
3706,access,NN,O
3706,to,TO,O
3706,the,DT,O
3706,live,JJ,O
3706,monitoring,NN,O
3706,system,NN,O
3706,to,TO,O
3706,check,VB,O
3706,the,DT,O
3706,amount,NN,O
3706,of,IN,O
3706,waste,NN,O
3706,being,VBG,O
3706,processed,VBN,O
3706,.,.,O
3707,The,DT,O
3707,processing,NN,O
3707,",",",",O
3707,which,WDT,O
3707,involves,VBZ,O
3707,rolling,NN,O
3707,of,IN,O
3707,trammels,NNS,O
3707,",",",",O
